user_id,total_watch_time_mins,avg_session_duration_mins,number_of_sessions,viewing_frequency_per_week,completion_rate,weekend_viewing_ratio,genre_action_ratio,genre_comedy_ratio,genre_drama_ratio,genre_thriller_ratio,genre_scifi_ratio,genre_romance_ratio,genre_horror_ratio,genre_animation_ratio,top_genre
USR-2064,385.1,33.1,3,2.3,0.51,0.72,0.025,0.176,0.359,0.04,0.015,0.36,0.012,0.013,Romance
USR-2065,451.2,51.0,13,1.9,0.41,0.67,0.062,0.193,0.412,0.024,0.005,0.27,0.019,0.015,Drama
USR-2066,252.5,16.3,7,2.4,0.47,0.75,0.015,0.162,0.474,0.036,0.007,0.291,0.005,0.009,Drama
USR-2067,443.5,34.7,6,2.6,0.38,0.29,0.026,0.121,0.513,0.033,0.011,0.287,0.0,0.009,Drama
USR-2068,539.5,48.2,11,2.3,0.45,0.67,0.016,0.129,0.528,0.021,0.01,0.285,0.0,0.011,Drama
USR-2069,418.8,37.1,13,1.6,0.31,0.49,0.014,0.125,0.461,0.053,0.019,0.321,0.0,0.009,Drama
USR-2070,421.1,31.8,12,2.0,0.36,0.82,0.062,0.148,0.479,0.028,0.013,0.259,0.013,0.0,Drama
USR-2071,365.3,44.4,10,2.7,0.42,0.63,0.05,0.108,0.511,0.03,0.0,0.275,0.024,0.002,Drama
USR-2072,302.8,49.1,12,1.3,0.34,0.65,0.042,0.188,0.454,0.021,0.0,0.28,0.004,0.012,Drama
USR-2073,418.5,42.1,3,0.8,0.39,0.42,0.026,0.194,0.448,0.04,0.006,0.263,0.016,0.007,Drama
USR-2074,214.5,32.0,7,3.0,0.43,0.8,0.057,0.112,0.417,0.034,0.028,0.344,0.0,0.008,Drama
USR-2075,312.4,44.6,6,2.4,0.5,0.74,0.026,0.156,0.414,0.04,0.002,0.342,0.013,0.007,Drama
USR-2076,190.6,36.0,12,2.5,0.56,0.73,0.045,0.121,0.442,0.02,0.006,0.351,0.013,0.001,Drama
USR-2077,286.7,47.5,7,1.5,0.39,0.53,0.02,0.165,0.495,0.034,0.004,0.276,0.0,0.005,Drama
USR-2078,407.8,54.8,11,2.5,0.61,0.53,0.029,0.227,0.401,0.041,0.005,0.282,0.008,0.007,Drama
USR-2079,395.5,13.9,10,2.3,0.56,0.68,0.05,0.075,0.399,0.021,0.011,0.419,0.016,0.009,Romance
USR-2080,354.6,41.1,6,1.1,0.51,0.55,0.057,0.136,0.433,0.016,0.024,0.321,0.0,0.014,Drama
USR-2081,365.3,22.6,7,3.0,0.47,0.72,0.048,0.129,0.414,0.033,0.013,0.333,0.022,0.008,Drama
USR-2082,180.3,64.4,12,2.2,0.49,0.33,0.02,0.101,0.488,0.015,0.002,0.359,0.015,0.0,Drama
USR-2083,316.5,35.3,6,1.9,0.59,0.58,0.028,0.118,0.473,0.028,0.034,0.304,0.015,0.0,Drama
USR-2084,288.7,47.5,9,1.9,0.6,0.92,0.043,0.165,0.386,0.025,0.011,0.329,0.006,0.036,Drama
USR-2085,290.7,39.6,6,0.9,0.61,0.72,0.028,0.168,0.464,0.051,0.005,0.284,0.0,0.0,Drama
USR-2086,404.0,32.0,8,2.5,0.45,0.68,0.061,0.08,0.5,0.024,0.022,0.294,0.014,0.004,Drama
USR-2087,272.6,30.8,8,2.3,0.52,0.95,0.0,0.273,0.426,0.042,0.005,0.228,0.009,0.016,Drama
USR-2088,295.6,55.9,6,2.0,0.61,0.3,0.027,0.179,0.388,0.028,0.03,0.322,0.011,0.015,Drama
USR-2089,162.2,49.6,6,2.9,0.38,0.53,0.032,0.166,0.442,0.043,0.001,0.276,0.022,0.016,Drama
USR-2090,323.5,59.4,9,1.3,0.41,0.59,0.0,0.112,0.446,0.053,0.026,0.339,0.019,0.006,Drama
USR-2091,252.1,40.6,6,1.7,0.45,0.78,0.011,0.141,0.504,0.017,0.011,0.281,0.026,0.011,Drama
USR-2092,357.1,42.9,6,1.6,0.56,0.78,0.047,0.127,0.465,0.029,0.02,0.292,0.01,0.009,Drama
USR-2093,264.4,37.3,6,1.9,0.56,0.52,0.038,0.07,0.506,0.054,0.027,0.296,0.003,0.006,Drama
USR-2094,359.4,37.1,8,2.1,0.42,0.8,0.071,0.106,0.511,0.03,0.0,0.261,0.008,0.012,Drama
USR-2095,337.0,29.6,11,2.4,0.27,0.59,0.062,0.158,0.457,0.027,0.02,0.247,0.012,0.018,Drama
USR-2096,500.5,40.8,13,1.9,0.48,0.83,0.044,0.208,0.361,0.035,0.0,0.325,0.018,0.009,Drama
USR-2097,394.7,32.1,6,1.6,0.34,0.5,0.044,0.157,0.414,0.029,0.0,0.347,0.0,0.009,Drama
USR-2098,184.4,44.4,15,3.1,0.27,0.63,0.047,0.22,0.42,0.015,0.002,0.262,0.011,0.023,Drama
USR-2099,236.2,41.7,5,3.5,0.3,0.58,0.0,0.162,0.488,0.047,0.017,0.235,0.029,0.022,Drama
USR-2100,355.0,42.9,12,2.2,0.49,0.81,0.012,0.151,0.518,0.01,0.011,0.263,0.008,0.027,Drama
USR-2101,266.3,56.8,6,1.6,0.61,0.57,0.038,0.174,0.414,0.023,0.007,0.326,0.017,0.0,Drama
USR-2102,82.8,39.6,6,3.0,0.45,0.64,0.041,0.169,0.432,0.033,0.009,0.29,0.012,0.015,Drama
USR-2103,471.5,47.6,6,1.2,0.48,0.73,0.049,0.217,0.386,0.028,0.017,0.263,0.021,0.017,Drama
USR-2104,414.8,60.5,8,1.9,0.59,0.73,0.023,0.109,0.5,0.024,0.017,0.325,0.002,0.001,Drama
USR-2105,396.9,53.1,10,1.7,0.26,0.78,0.056,0.142,0.337,0.037,0.02,0.394,0.002,0.012,Romance
USR-2106,295.3,51.5,11,1.4,0.51,0.68,0.064,0.147,0.418,0.02,0.026,0.297,0.009,0.019,Drama
USR-2107,388.5,36.9,6,1.9,0.45,0.59,0.052,0.124,0.454,0.016,0.009,0.343,0.0,0.002,Drama
USR-2108,286.6,42.3,6,1.6,0.52,0.6,0.056,0.154,0.402,0.03,0.004,0.334,0.007,0.013,Drama
USR-2109,368.4,26.8,6,2.1,0.39,0.65,0.028,0.178,0.481,0.027,0.016,0.239,0.012,0.018,Drama
USR-2110,267.1,45.0,8,2.1,0.35,0.69,0.064,0.198,0.389,0.018,0.0,0.301,0.029,0.0,Drama
USR-2111,486.5,42.7,8,1.7,0.47,0.63,0.046,0.231,0.337,0.039,0.003,0.321,0.015,0.009,Drama
USR-2112,208.7,40.2,6,1.9,0.65,0.65,0.047,0.128,0.461,0.032,0.019,0.286,0.015,0.012,Drama
USR-2113,460.9,50.3,9,2.0,0.55,0.42,0.041,0.083,0.514,0.023,0.008,0.31,0.019,0.002,Drama
USR-2114,353.5,27.9,15,2.6,0.39,0.75,0.041,0.178,0.4,0.029,0.0,0.351,0.0,0.001,Drama
USR-2115,305.9,56.3,7,2.0,0.29,0.68,0.023,0.232,0.564,0.036,0.0,0.127,0.009,0.009,Drama
USR-2116,365.0,49.0,7,2.6,0.25,0.8,0.04,0.138,0.478,0.044,0.011,0.233,0.036,0.019,Drama
USR-2117,416.0,39.3,10,2.5,0.61,0.65,0.073,0.216,0.417,0.033,0.026,0.205,0.011,0.02,Drama
USR-2118,473.0,38.5,7,2.4,0.34,0.39,0.032,0.185,0.375,0.038,0.022,0.324,0.022,0.001,Drama
USR-2119,378.2,44.8,11,2.9,0.41,0.6,0.054,0.148,0.424,0.034,0.01,0.295,0.018,0.016,Drama
USR-2120,269.8,55.2,6,1.4,0.61,0.62,0.054,0.149,0.413,0.038,0.03,0.314,0.0,0.002,Drama
USR-2121,355.0,41.0,14,1.8,0.26,0.76,0.043,0.144,0.438,0.039,0.011,0.308,0.017,0.0,Drama
USR-2122,513.5,41.4,10,3.2,0.63,0.34,0.082,0.071,0.379,0.025,0.01,0.411,0.014,0.008,Romance
USR-2123,471.3,40.2,7,1.9,0.42,0.66,0.036,0.114,0.414,0.027,0.0,0.371,0.014,0.023,Drama
USR-2124,431.8,57.8,7,0.4,0.31,0.73,0.074,0.141,0.489,0.035,0.006,0.236,0.003,0.017,Drama
USR-2125,421.6,36.3,7,2.0,0.42,0.55,0.05,0.198,0.458,0.049,0.019,0.216,0.0,0.01,Drama
USR-2126,413.0,39.7,13,2.2,0.36,0.66,0.041,0.152,0.428,0.026,0.027,0.313,0.005,0.006,Drama
USR-2127,454.3,54.6,5,0.5,0.5,0.56,0.021,0.12,0.432,0.035,0.002,0.377,0.008,0.006,Drama
USR-2128,308.9,41.5,6,2.9,0.37,0.54,0.033,0.098,0.459,0.023,0.013,0.346,0.019,0.01,Drama
USR-2129,228.0,51.4,7,1.7,0.22,0.59,0.032,0.159,0.435,0.028,0.018,0.301,0.025,0.0,Drama
USR-2130,356.2,30.9,8,2.3,0.42,0.54,0.015,0.204,0.44,0.045,0.01,0.256,0.024,0.007,Drama
USR-2131,276.4,37.9,8,2.0,0.29,0.75,0.03,0.165,0.448,0.032,0.0,0.302,0.016,0.007,Drama
USR-2132,255.0,54.8,4,1.3,0.47,0.54,0.027,0.199,0.427,0.02,0.014,0.312,0.0,0.0,Drama
USR-2133,285.2,33.2,7,1.5,0.31,0.51,0.059,0.104,0.492,0.028,0.02,0.289,0.007,0.002,Drama
USR-2134,573.7,38.5,8,1.5,0.39,0.92,0.075,0.155,0.495,0.049,0.001,0.195,0.014,0.016,Drama
USR-2135,362.3,42.6,7,2.8,0.47,0.79,0.016,0.239,0.368,0.033,0.008,0.321,0.004,0.011,Drama
USR-2136,382.6,30.1,11,2.0,0.42,0.37,0.075,0.197,0.421,0.019,0.0,0.265,0.016,0.007,Drama
USR-2137,240.0,35.9,11,1.8,0.48,0.54,0.05,0.117,0.376,0.029,0.0,0.405,0.023,0.001,Romance
USR-2138,184.1,41.1,8,1.5,0.53,0.69,0.02,0.143,0.584,0.036,0.02,0.157,0.015,0.025,Drama
USR-2139,276.3,40.5,9,2.8,0.31,0.7,0.056,0.168,0.384,0.041,0.01,0.318,0.021,0.002,Drama
USR-2140,479.4,52.8,2,3.0,0.44,0.43,0.033,0.126,0.606,0.032,0.027,0.162,0.001,0.013,Drama
USR-2141,380.1,55.4,7,2.8,0.05,0.82,0.038,0.057,0.448,0.054,0.018,0.361,0.019,0.005,Drama
USR-2142,403.9,31.4,12,2.4,0.48,0.77,0.03,0.144,0.463,0.036,0.006,0.31,0.003,0.01,Drama
USR-2143,416.5,41.1,7,2.3,0.41,0.72,0.027,0.133,0.463,0.031,0.01,0.319,0.001,0.016,Drama
USR-2144,296.8,46.7,6,1.4,0.33,0.85,0.053,0.116,0.455,0.021,0.015,0.325,0.015,0.0,Drama
USR-2145,474.9,55.2,15,2.0,0.49,0.72,0.035,0.138,0.509,0.021,0.02,0.245,0.022,0.01,Drama
USR-2146,293.0,47.2,14,1.7,0.59,0.72,0.011,0.138,0.481,0.032,0.013,0.291,0.014,0.021,Drama
USR-2147,476.6,42.9,10,1.0,0.39,0.88,0.045,0.131,0.447,0.022,0.018,0.304,0.009,0.024,Drama
USR-2148,389.8,46.7,12,2.7,0.34,0.82,0.021,0.155,0.568,0.063,0.009,0.154,0.018,0.012,Drama
USR-2149,189.0,46.7,2,1.7,0.47,0.52,0.019,0.155,0.453,0.049,0.0,0.3,0.012,0.011,Drama
USR-2150,282.7,30.7,6,2.8,0.29,0.74,0.076,0.095,0.383,0.043,0.011,0.354,0.0,0.038,Drama
USR-2151,189.4,41.9,7,2.6,0.37,0.55,0.016,0.161,0.487,0.018,0.012,0.285,0.0,0.021,Drama
USR-2152,454.7,54.6,8,2.4,0.6,0.73,0.0,0.036,0.539,0.023,0.0,0.389,0.009,0.004,Drama
USR-2153,347.8,37.9,7,2.5,0.46,0.72,0.049,0.131,0.547,0.04,0.0,0.219,0.01,0.004,Drama
USR-2154,149.4,41.3,1,1.7,0.22,0.44,0.033,0.182,0.462,0.024,0.014,0.256,0.01,0.019,Drama
USR-2155,383.8,37.6,10,3.2,0.23,0.63,0.046,0.138,0.498,0.053,0.008,0.237,0.021,0.0,Drama
USR-2156,301.7,16.9,10,2.1,0.47,0.69,0.034,0.181,0.318,0.035,0.008,0.395,0.008,0.021,Romance
USR-2157,216.5,40.2,13,2.3,0.55,0.58,0.04,0.174,0.474,0.027,0.006,0.253,0.014,0.012,Drama
USR-2158,501.0,43.0,6,1.7,0.26,0.7,0.036,0.025,0.441,0.033,0.036,0.394,0.012,0.022,Drama
USR-2159,359.7,34.9,6,1.5,0.5,0.77,0.068,0.141,0.414,0.028,0.022,0.291,0.028,0.007,Drama
USR-2160,323.6,28.5,1,2.4,0.61,0.65,0.012,0.041,0.501,0.037,0.0,0.392,0.013,0.004,Drama
USR-2161,314.1,31.2,8,2.2,0.68,0.68,0.046,0.137,0.418,0.038,0.004,0.302,0.031,0.023,Drama
USR-2162,213.8,47.6,11,1.6,0.49,0.86,0.045,0.127,0.385,0.018,0.016,0.391,0.012,0.006,Romance
USR-2163,232.6,59.7,7,1.2,0.51,0.72,0.027,0.055,0.501,0.03,0.017,0.355,0.009,0.006,Drama
USR-2164,465.6,53.8,15,1.3,0.19,0.68,0.024,0.275,0.311,0.037,0.012,0.33,0.001,0.011,Romance
USR-2165,307.4,26.6,8,2.8,0.7,0.51,0.061,0.163,0.457,0.037,0.0,0.27,0.0,0.012,Drama
USR-2166,352.0,48.5,9,1.7,0.38,0.75,0.028,0.164,0.383,0.03,0.004,0.39,0.0,0.0,Romance
USR-2167,166.0,33.4,4,1.9,0.34,0.7,0.028,0.212,0.518,0.017,0.005,0.214,0.001,0.004,Drama
USR-2168,231.4,34.2,9,3.0,0.42,0.84,0.063,0.086,0.445,0.04,0.014,0.332,0.015,0.004,Drama
USR-2169,404.9,35.4,3,1.4,0.63,0.66,0.049,0.121,0.334,0.018,0.033,0.418,0.006,0.022,Romance
USR-2170,384.0,47.1,11,1.7,0.71,0.38,0.005,0.075,0.5,0.056,0.004,0.342,0.015,0.001,Drama
USR-2171,507.8,49.6,11,1.6,0.47,0.39,0.075,0.221,0.403,0.028,0.0,0.251,0.023,0.0,Drama
USR-2172,470.9,39.0,13,3.1,0.57,0.76,0.025,0.141,0.469,0.013,0.008,0.337,0.008,0.0,Drama
USR-2173,329.2,39.2,5,3.3,0.46,0.56,0.033,0.183,0.483,0.026,0.021,0.222,0.032,0.0,Drama
USR-2174,392.6,44.6,9,2.6,0.33,0.72,0.049,0.177,0.52,0.037,0.0,0.192,0.0,0.026,Drama
USR-2175,321.5,45.7,10,2.6,0.63,0.67,0.049,0.162,0.51,0.023,0.023,0.216,0.008,0.01,Drama
USR-2176,534.9,51.8,10,1.8,0.38,0.62,0.084,0.163,0.47,0.032,0.009,0.221,0.005,0.016,Drama
USR-2177,453.4,27.2,6,3.3,0.63,0.64,0.006,0.149,0.474,0.035,0.002,0.3,0.018,0.014,Drama
USR-2178,365.3,40.2,1,2.3,0.61,0.52,0.055,0.149,0.489,0.027,0.0,0.27,0.0,0.01,Drama
USR-2179,368.0,29.3,10,2.6,0.52,0.65,0.064,0.146,0.403,0.024,0.02,0.333,0.0,0.011,Drama
USR-2180,480.0,39.5,8,2.0,0.67,0.56,0.031,0.125,0.478,0.023,0.007,0.311,0.008,0.017,Drama
USR-2181,402.2,37.7,7,1.9,0.72,0.59,0.062,0.178,0.372,0.049,0.013,0.286,0.028,0.013,Drama
USR-2182,490.3,39.5,11,3.1,0.43,0.6,0.05,0.132,0.448,0.04,0.001,0.297,0.011,0.021,Drama
USR-2183,152.6,32.0,8,2.4,0.35,0.62,0.014,0.106,0.384,0.011,0.008,0.457,0.0,0.019,Romance
USR-2184,391.5,25.1,5,3.0,0.23,0.79,0.076,0.097,0.502,0.041,0.005,0.275,0.0,0.004,Drama
USR-2185,303.6,19.1,3,2.3,0.72,0.63,0.007,0.159,0.492,0.027,0.007,0.282,0.022,0.004,Drama
USR-2186,508.1,38.7,5,1.6,0.4,0.8,0.019,0.149,0.469,0.043,0.004,0.309,0.004,0.003,Drama
USR-2187,489.2,35.7,16,1.7,0.59,0.88,0.033,0.167,0.413,0.024,0.0,0.342,0.001,0.021,Drama
USR-2188,353.0,33.2,11,2.2,0.36,0.78,0.081,0.11,0.514,0.013,0.038,0.212,0.026,0.006,Drama
USR-2189,488.2,53.2,9,1.7,0.63,0.73,0.042,0.113,0.524,0.044,0.0,0.249,0.025,0.002,Drama
USR-2190,510.5,31.4,8,1.4,0.37,0.7,0.036,0.106,0.543,0.019,0.011,0.252,0.021,0.012,Drama
USR-2191,356.7,54.2,8,2.8,0.31,0.78,0.072,0.149,0.491,0.017,0.0,0.26,0.001,0.01,Drama
USR-2192,572.5,56.2,12,1.8,0.42,0.66,0.039,0.14,0.482,0.019,0.0,0.305,0.0,0.015,Drama
USR-2193,347.2,20.5,7,2.2,0.39,0.8,0.016,0.202,0.407,0.036,0.011,0.287,0.011,0.029,Drama
USR-2194,330.7,40.9,10,2.3,0.52,0.74,0.032,0.16,0.382,0.032,0.012,0.349,0.014,0.019,Drama
USR-2195,427.9,36.0,7,1.7,0.44,0.6,0.064,0.213,0.38,0.036,0.022,0.262,0.013,0.01,Drama
USR-2196,318.2,10.9,14,3.0,0.53,0.78,0.043,0.174,0.442,0.038,0.015,0.262,0.026,0.0,Drama
USR-2197,357.7,25.6,11,1.4,0.42,0.66,0.091,0.062,0.477,0.03,0.01,0.324,0.0,0.006,Drama
USR-2198,476.8,47.7,12,2.3,0.37,0.63,0.057,0.199,0.412,0.03,0.001,0.263,0.019,0.018,Drama
USR-2199,351.7,60.2,7,2.2,0.38,0.58,0.026,0.087,0.601,0.024,0.024,0.237,0.0,0.0,Drama
